15면	15/SN + 면/NNG
달하며	달하/VV + 며/EC
사상	사상/NNG
최고치를	최고/NNG + 치/XSN + 를/JKO
기록했다.	기록/NNG + 하/XSV + 았/EP + 다/EF + ./SF

개장	개장/NNG
초반	초반/NNG
6포인트가	6/SN + 포인트/NNG + 가/JKS
넘게	넘/VV + 게/EC
오르며	오르/VV + 며/EC
시작한	시작/NNG + 하/XSV + ㄴ/ETM
시장은	시장/NNG + 은/JX
한때	한때/NNG
보합권으로	보합/NNG + 권/XSN + 으로/JKB
밀리기도	밀리/VV + 기/ETN + 도/JX
했으나,	하/VX + 았/EP + 으나/EC + ,/SP
다시	다시/MAG
전열을	전열/NNG + 을/JKO
가다듬어	가다듬/VV + 어/EC
전고점(273)	전고점/NNG + (/SS + 273/SN + )/SS
돌파를	돌파/NNG + 를/JKO
시도했다.	시도/NNG + 하/XSV + 았/EP + 다/EF + ./SF

하지만	하지만/MAJ
투신권의	투신/NNG + 권/XSN + 의/JKG
순매도가	순매도/NNG + 가/JKS
이어지는	이어지/VV + 는/ETM
데다,	데/NNB + 다/JX + ,/SP
외국인들의	외국인/NNG + 들/XSN + 의/JKG
순매수량도	순/MM + 매수량/NNG + 도/JX
줄어든	줄어들/VV + ㄴ/ETM
데	데/NNB
영향을	영향/NNG + 을/JKO
받아	받/VV + 아/EC
결국	결국/NNG
전고점	전고점/NNG
돌파에는	돌파/NNG + 에/JKB + 는/JX
실패한	실패/NNG + 하/XSV + ㄴ/ETM
채	채/NNB
장을	장/NNG + 을/JKO
끝냈다.	끝내/VV + 었/EP + 다/EF + ./SF

업종별로는	업종/NNG + 별/XSN + 로/JKB + 는/JX
벤처를	벤처/NNG + 를/JKO
비롯해	비롯/XR + 하/XSV + 아/EC
제조,	제조/NNG + ,/SP
유통,	유통/NNG + ,/SP
건설,	건설/NNG + ,/SP
금융	금융/NNG
등	등/NNB
전업종이	전/MM + 업종/NNG + 이/JKS
강세를	강세/NNG + 를/JKO
보였으며,	보이/VV + 었/EP + 으며/EC + ,/SP
특히	특히/MAG
통신서비스와	통신/NNG + 서비스/NNG + 와/JC
인터넷	인터넷/NNG
업종의	업종/NNG + 의/JKG
오름세가	오름세/NNG + 가/JKS
두드러졌다.	두드러지/VV + 었/EP + 다/EF + ./SF

마크로젠을	마크로젠/NNP + 을/JKO
비롯한	비롯/XR + 하/XSV + ㄴ/ETM
바이오칩	바이오/NNG + 칩/NNG
관련주도	관련/NNG + 주/NNG + 도/JX
강세를	강세/NNG + 를/JKO
이어나갔다.	잇/VV + 어/EC + 나가/VX + 았/EP + 다/EF + ./SF

이날	이날/NNG
권리락이	권리락/NNG + 이/JKS
발생한	발생/NNG + 하/XSV + ㄴ/ETM
새롬기술을	새롬기술/NNP + 을/JKO
포함,	포함/NNG + ,/SP
서울이동통신,	서울이동통신/NNP + ,/SP
인성정보,	인성정보/NNP + ,/SP
싸이버텍홀딩스,	싸이버텍홀딩스/NNP + ,/SP
바이오시스	바이오시스/NNP
등이	등/NNB + 이/JKS
상한가까지	상한/NNG + 가/XSN + 까지/JX
상승했다.	상승/NNG + 하/XSV + 았/EP + 다/EF + ./SF

전날	전날/NNG
금융감독원의	금융/NNG + 감독원/NNG + 의/JKG
작전의혹	작전/NNG + 의혹/NNG
조사대상	조사/NNG + 대상/NNG
종목으로	종목/NNG + 으로/JKB
거명됐던	거명/NNG + 되/XSV + 었/EP + 던/ETM
종목들도	종목/NNG + 들/XSN + 도/JX
대부분	대부분/NNG
강세를	강세/NNG + 를/JKO
보였다.	보이/VV + 었/EP + 다/EF + ./SF

심지어	심지어/MAG
금감원의	금감원/NNG + 의/JKG
주가조작	주가/NNG + 조작/NNG
검사	검사/NNG
발표가	발표/NNG + 가/JKS
임박한	임박/XR + 하/XSV + ㄴ/ETM
종목까지	종목/NNG + 까지/JX
주가가	주가/NNG + 가/JKS
오르는	오르/VV + 는/ETM
이변이	이변/NNG + 이/JKS
연출됐다.	연출/NNG + 되/XSV + 었/EP + 다/EF + ./SF

외국인들은	외국인/NNG + 들/XSN + 은/JX
전날에	전날/NNG + 에/JKB
이어	잇/VV + 어/EC
터보테크,	터보테크/NNP + ,/SP
싸이버텍홀딩스,	싸이버텍홀딩스/NNP + ,/SP
코리아링크,	코리아링크/NNP + ,/SP
한솔엠닷컴,	한솔엠닷컴/NNP + ,/SP
인터링크,	인터링크/NNP + ,/SP
오피콤	오피콤/NNP
등의	등/NNB + 의/JKG
주식을	주식/NNG + 을/JKO
순매수했다.	순/MM + 매수/NNG + 하/XSV + 았/EP + 다/EF + ./SF

증시	증시/NNG
전문가들은	전문가/NNG + 들/XSN + 은/JX
"전고점	"/SS + 전고점/NNG
돌파에	돌파/NNG + 에/JKB
실패했다는	실패/NNG + 하/XSV + 았/EP + 다는/ETM
말은	말/NNG + 은/JX
아직까지	아직/MAG + 까지/JX
코스닥	코스닥/NNG
주변의	주변/NNG + 의/JKG
분위기가	분위기/NNG + 가/JKS
상승세로	상승세/NNG + 로/JKB
확고한	확고/XR + 하/XSA + ㄴ/ETM
결론을	결론/NNG + 을/JKO
내리지	내리/VV + 지/EC
못했다는	못하/VX + 았/EP + 다는/ETM
이야기"라고	이야기/NNG + "/SS + 라고/JKQ
말했다.	말/NNG + 하/XSV + 았/EP + 다/EF + ./SF

/조희천기자	//SP + 조희천/NNP + 기자/NNG
hccho@chosun.com	hccho/SL + @/SW + chosun/SL + ./SP + com/SL

13면	13/SN + 면/NNG
45판	45/SN + 판/NNB
1908자	1908/SN + 자/NNG

인터넷	인터넷/NNG
온라인으로	온라인/NNG + 으로/JKB
홈페이지를	홈페이지/NNG + 를/JKO
무료로	무료/NNG + 로/JKB
제작해주는	제작/NNG + 하/XSV + 아/EC + 주/VX + 는/ETM
'테크노필'은	'/SS + 테크노필/NNP + '/SS + 은/JX
작년말	작년/NNG + 말/NNB
미국	미국/NNP
진출을	진출/NNG + 을/JKO
위해	위하/VV + 아/EC
테스크포스팀을	테스크포스팀/NNP + 을/JKO
구성했다.	구성/NNG + 하/XSV + 았/EP + 다/EF + ./SF

회사의	회사/NNG + 의/JKG
사활이	사활/NNG + 이/JKS
걸린	걸리/VV + ㄴ/ETM
'프로젝트'의	'/SS + 프로젝트/NNG + '/SS + 의/JKG
적임자를	적임자/NNG + 를/JKO
놓고	놓/VV + 고/EC
치열한	치열/NNG + 하/XSA + ㄴ/ETM
토론이	토론/NNG + 이/JKS
벌어졌다.	벌어지/VV + 었/EP + 다/EF + ./SF

팀장으로	팀장/NNG + 으로/JKB
선임된	선임/NNG + 되/XSV + ㄴ/ETM
사람은	사람/NNG + 은/JX
뜻밖에도	뜻밖에/MAG + 도/JX
교포	교포/NNG
출신	출신/NNG
평사원	평사원/NNG
데이빗	데이빗/NNP
김(27).	김/NNP + (/SS + 27/SN + )/SS + ./SF

신출나기	신출나기/NNG
평사원이	평사원/NNG + 이/JKS
기술개발이사,	기술/NNG + 개발/NNG + 이사/NNG + ,/SP
마케팅	마케팅/NNG
담당	담당/NNG
이사와	이사/NNG + 와/JKB
같은	같/VA + 은/ETM
쟁쟁한	쟁쟁/XR + 하/XSA + ㄴ/ETM
상급자들을	상급자/NNG + 들/XSN + 을/JKO
팀원으로	팀원/NNG + 으로/JKB
지휘했다.	지휘/NNG + 하/XSV + 았/EP + 다/EF + ./SF

전략마케팅	전략/NNG + 마케팅/NNG
담당	담당/NNG
이관(34)	이관/NNP + (/SS + 34/SN + )/SS
이사는	이사/NNG + 는/JX
"교포	"/SS + 교포/NNG
출신으로	출신/NNG + 으로/JKB
미국	미국/NNP
현지사정에	현지/NNG + 사정/NNG + 에/JKB
밝은	밝/VA + 은/ETM
데이빗	데이빗/NNP
김이	김/NNP + 이/JKS
미국시장	미국/NNP + 시장/NNG
진출	진출/NNG
적임자일	적임자/NNG + 이/VCP + ㄹ/ETM
수밖에	수/NNB + 밖에/JX
없었다"면서	없/VA + 었/EP + 다/EF + "/SS + 면서/EC
"그의	"/SS + 그/NP + 의/JKG
지휘로	지휘/NNG + 로/JKB
사업	사업/NNG
스케줄을	스케줄/NNG + 을/JKO
잡고	잡/VV + 고/EC
미국	미국/NNP
진출	진출/NNG
일정과	일정/NNG + 과/JC
제휴사	제휴사/NNG
유치와	유치/NNG + 와/JKB
같은	같/VA + 은/ETM
사업	사업/NNG
전략이	전략/NNG + 이/JKS
짜여졌다"고	짜이/VV + 어/EC + 지/VX + 었/EP + 다/EC + "/SS + 고/JKQ
말했다.	말/NNG + 하/XSV + 았/EP + 다/EF + ./SF

'연공서열'과	'/SS + 연공서열/NNG + '/SS + 과/JC
'전통적인	'/SS + 전통/NNG + 적/XSN + 이/VCP + ㄴ/ETM
직급체계'가	직급/NNG + 체계/NNG + '/SS + 가/JKS
없는	없/VA + 는/ETM
벤처의	벤처/NNG + 의/JKG
'직장규율'이	'/SS + 직장/NNG + 규율/NNG + '/SS + 이/JKS
보수적인	보수/NNG + 적/XSN + 이/VCP + ㄴ/ETM
대기업으로까지	대/XPN + 기업/NNG + 으로/JKB + 까지/JX
빠른	빠르/VA + ㄴ/ETM
속도로	속도/NNG + 로/JKB
확산되고	확산/NNG + 되/XSV + 고/EC
있다.	있/VX + 다/EF + ./SF

작년	작년/NNG
인터넷	인터넷/NNG
트레이드팀을	트레이드/NNG + 팀/NNG + 을/JKO
신설한	신설/NNG + 하/XSV + ㄴ/ETM
(주)쌍용은	(/SS + 주/NNG + )/SS + 쌍용/NNP + 은/JX
입사	입사/NNG
6년차인	6/SN + 년/NNB + 차/NNB + 이/VCP + ㄴ/ETM
유규동(33)	유규동/NNP + (/SS + 33/SN + )/SS
대리를	대리/NNG + 를/JKO
팀장으로	팀장/NNG + 으로/JKB
전격	전격/NNG
발탁했다.	발탁/NNG + 하/XSV + 았/EP + 다/EF + ./SF

회사측은	회사/NNG + 측/NNB + 은/JX
"입사	"/SS + 입사/NNG
15-20년	15/SN + -/SS + 20/SN + 년/NNB
된	되/VV + ㄴ/ETM
부장들이	부장/NNG + 들/XSN + 이/JKS
맡는	맡/VV + 는/ETM
팀장에	팀장/NNG + 에/JKB
대리를	대리/NNG + 를/JKO
임명한	임명/NNG + 하/XSV + ㄴ/ETM
것은	것/NNB + 은/JX
신규	신규/NNG
사업인	사업/NNG + 이/VCP + ㄴ/ETM
만큼	만큼/NNB
고정관념이	고정관념/NNG + 이/JKS
없는	없/VA + 는/ETM
젊은	젊/VA + 은/ETM
사람이	사람/NNG + 이/JKS
맡는	맡/VV + 는/ETM
것이	것/NNB + 이/JKS
더	더/MAG
효과적이라고	효과/NNG + 적/XSN + 이/VCP + 라고/EC
판단했기	판단/NNG + 하/XSV + 았/EP + 기/ETN
때문"이라고	때문/NNB + "/SS + 이/VCP + 라고/EC
밝혔다.	밝히/VV + 었/EP + 다/EF + ./SF

LG텔레콤에서는	LG/SL + 텔레콤/NNG + 에서/JKB + 는/JX
과장이	과장/NNG + 이/JKS
'리더'로	'/SS + 리더/NNG + '/SS + 로/JKB
있는	있/VV + 는/ETM
팀에	팀/NNG + 에/JKB
부장이	부장/NNG + 이/JKS
팀원으로	팀원/NNG + 으로/JKB
배치되고,	배치/NNG + 되/XSV + 고/EC + ,/SP
리더로부터	리더/NNG + 로부터/JKB
인사고과를	인사/NNG + 고과/NNG + 를/JKO
받는다.	받/VV + 는다/EF + ./SF

이	이/MM
회사는	회사/NNG + 는/JX
대리,	대리/NNG + ,/SP
과장,	과장/NNG + ,/SP
부장	부장/NNG
등	등/NNB
'호칭'은	'/SS + 호칭/NNG + '/SS + 은/JX
연공서열(근무	연공서열/NNG + (/SS + 근무/NNG
연한)에	연한/NNG + )/SS + 에/JKB
맞춰	맞추/VV + 어/EC
승진이	승진/NNG + 이/JKC
이뤄지지만,	이루어지/VV + 지만/EC + ,/SP
어시스턴트(사원급	어시스턴트/NNG + (/SS + 사원/NNG + 급/NNG
월급),	월급/NNG + )/SS + ,/SP
주니어(대리급),	주니어/NNG + (/SS + 대리/NNG + 급/NNG + )/SS + ,/SP
시니어(차장-부장급),	시니어/NNG + (/SS + 차장/NNG + -/SS + 부장/NNG + 급/NNG + )/SS + ,/SP
리더(팀장급	리더/NNG + (/SS + 팀장/NNG + 급/NNG
)와	)/SS + 와/JKB
같은	같/VA + 은/ETM
'연봉과	'/SS + 연봉/NNG + 과/JC
직책'은	직책/NNG + '/SS + 은/JX
'능력에	'/SS + 능력/NNG + 에/JKB
따른	따르/VV + ㄴ/ETM
승진'이다.	승진/NNG + '/SS + 이/VCP + 다/EF + ./SF

한	한/MM
직원은	직원/NNG + 은/JX
"부장이	"/SS + 부장/NNG + 이/JKS
과장의	과장/NNG + 의/JKG
지휘를	지휘/NNG + 를/JKO
받는다고	받/VV + 는다고/EC
해서	하/VV + 아서/EC
이제	이제/MAG
더이상	더/MAG + 이상/NNG
'나가라'는	'/SS + 나가/VV + 라/EC + '/SS + 는/ETM
의미로	의미/NNG + 로/JKB
받아	받/VV + 아/EC
들이지	들이/VV + 지/EC
않는다"면서	않/VX + 는다/EC + "/SS + 면서/EC
"자신의	"/SS + 자신/NNG + 의/JKG
능력에	능력/NNG + 에/JKB
맡게	맡/VV + 게/EC
돈을	돈/NNG + 을/JKO
받고	받/VV + 고/EC
일하는	일/NNG + 하/XSV + 는/ETM
직장문화가	직장/NNG + 문화/NNG + 가/JKS
급속도로	급속도/NNG + 로/JKB
퍼지고	퍼지/VV + 고/EC
있다"고	있/VX + 다/EC + "/SS + 고/JKQ
말했다.	말/NNG + 하/XSV + 았/EP + 다/EF + ./SF

삼성물산은	삼성물산/NNP + 은/JX
오는	오/VV + 는/ETM
3월부터	3/SN + 월/NNB + 부터/JX
선물딜러와	선물/NNG + 딜러/NNG + 와/JKB
같은	같/VA + 은/ETM
전문능력을	전문/NNG + 능력/NNG + 을/JKO
가진	가지/VV + ㄴ/ETM
사원을	사원/NNG + 을/JKO
대상으로	대상/NNG + 으로/JKB
연봉	연봉/NNG
1억원	1/SN + 억/NR + 원/NNB
이상을	이상/NNG + 을/JKO
주는	주/VV + 는/ETM
'프로계약직제'를	'/SS + 프로/NNG + 계약/NNG + 직제/NNG + '/SS + 를/JKO
도입한다.	도입/NNG + 하/XSV + ㄴ다/EF + ./SF

호칭,	호칭/NNG + ,/SP
복장,	복장/NNG + ,/SP
출퇴근	출퇴근/NNG
시간과	시간/NNG + 과/JKB
같은	같/VA + 은/ETM
'직장인	'/SS + 직장인/NNG
문화의	문화/NNG + 의/JKG
형식'에도	형식/NNG + '/SS + 에/JKB + 도/JX
지각변동이	지각/NNG + 변동/NNG + 이/JKS
일어나고	일어나/VV + 고/EC
있다.	있/VX + 다/EF + ./SF

제약회사	제약/NNG + 회사/NNG
한국MSD에서는	한국/NNP + MSD/SL + 에서/JKB + 는/JX
이승우	이승우/NNP
사장이	사장/NNG + 이/JKS
"김혜연	"/SS + 김혜연/NNP
대리님,	대리/NNG + 님/XSN + ,/SP
주말은	주말/NNG + 은/JX
잘	잘/MAG
보내셨습니까"하고	보내/VV + 시/EP + 었/EP + 습니까/EC + "/SS + 하고/JKQ
인사말을	인사말/NNG + 을/JKO
건넨다.	건네/VV + ㄴ다/EF + ./SF

사장도	사장/NNG + 도/JX
부하	부하/NNG
직원들에게도	직원/NNG + 들/XSN + 에게/JKB + 도/JX
존대말을	존대말/NNG + 을/JKO
쓰는	쓰/VV + 는/ETM
것이	것/NNB + 이/JKS
자연스럽다.	자연/NNG + 스럽/XSA + 다/EF + ./SF

외부	외부/NNG
영업약속이	영업/NNG + 약속/NNG + 이/JKS
없는	없/VA + 는/ETM
직원들은	직원/NNG + 들/XSN + 은/JX
청바지,	청바지/NNG + ,/SP
남방	남방/NNG
셔츠	셔츠/NNG
등	등/NNB
자유복장이다.	자유/NNG + 복장/NNG + 이/VCP + 다/EF + ./SF

오전	오전/NNG
7시부터	7/SN + 시/NNB + 부터/JX
10시까지	10/SN + 시/NNB + 까지/JX
자기	자기/NP
편한	편하/VA + ㄴ/ETM
대로	대로/NNB
출근해	출근/NNG + 하/XSV + 아/EC
8시간	8/SN + 시간/NNB
근무가	근무/NNG + 가/JKS
끝나면	끝나/VV + 면/EC
눈치를	눈치/NNG + 를/JKO
보지	보/VV + 지/EC
않고	않/VX + 고/EC
막바로	막/MAG + 바로/MAG
퇴근한다.	퇴근/NNG + 하/XSV + ㄴ다/EF + ./SF

정태수(40)	정태수/NNP + (/SS + 40/SN + )/SS
부장은	부장/NNG + 은/JX
"상사들보다	"/SS + 상사/NNG + 들/XSN + 보다/JKB
먼저	먼저/MAG
퇴근하는	퇴근/NNG + 하/XSV + 는/ETM
부하직원,	부하/NNG + 직원/NNG + ,/SP
부하직원에게	부하/NNG + 직원/NNG + 에게/JKB
존대말을	존대말/NNG + 을/JKO
하는	하/VV + 는/ETM
상사	상사/NNG
등	등/NNB
처음에는	처음/NNG + 에/JKB + 는/JX
익숙지	익숙/XR + 하/XSA + 지/EC
않아	않/VX + 아/EC
갈등도	갈등/NNG + 도/JX
있었다"면서	있/VX + 었/EP + 다/EC + "/SS + 면서/EC
"비즈니스	"/SS + 비즈니스/NNG
중심으로	중심/NNG + 으로/JKB
회사가	회사/NNG + 가/JKS
움직이기	움직이/VV + 기/ETN
위해서는	위하/VV + 아서/EC + 는/JX
격식도	격식/NNG + 도/JX
당연히	당연히/MAG
변해야	변하/VV + 아야/EC
한다"고	하/VX + ㄴ다/EC + "/SS + 고/JKQ
말했다.	말/NNG + 하/XSV + 았/EP + 다/EF + ./SF

작년	작년/NNG
9월부터	9/SN + 월/NNB + 부터/JX
자율	자율/NNG
출퇴근제와	출퇴근/NNG + 제/XSN + 와/JC
자율	자율/NNG
복장제를	복장/NNG + 제/XSN + 를/JKO
도입한	도입/NNG + 하/XSV + ㄴ/ETM
제일제당도	제일제당/NNP + 도/JX
올해부터는	올해/NNG + 부터/JX + 는/JX
회의실에서	회의실/NNG + 에서/JKB
만큼은	만큼/NNB + 은/JX
'부장님',	'/SS + 부장/NNG + 님/XSN + '/SS + ,/SP
'상무님'같은	'/SS + 상무/NNG + 님/XSN + '/SS + 같/VA + 은/ETM
직급	직급/NNG
호칭	호칭/NNG
대신	대신/NNG
사원이든	사원/NNG + 이/VCP + 든/EC
상무든	상무/NNG + 이/VCP + 든/EC
서로	서로/MAG
이름에	이름/NNG + 에/JKB
'님'자만	'/SS + 님/XSN + '/SS + 자/NNG + 만/JX
붙여	붙이/VV + 어/EC
부르도록	부르/VV + 도록/EC
하고	하/VV + 고/EC
있다.	있/VX + 다/EF + ./SF

하급자는	하급자/NNG + 는/JX
존대를	존대/NNG + 를/JKO
하고	하/VV + 고/EC
상급자는	상급자/NNG + 는/JX
반말을	반말/NNG + 을/JKO
하는	하/VV + 는/ETM
분위기에서는	분위기/NNG + 에서/JKB + 는/JX
창의적인	창의/NNG + 적/XSN + 이/VCP + ㄴ/ETM
사고가	사고/NNG + 가/JKS
나올	나오/VV + ㄹ/ETM
리	리/NNB
없다는	없/VA + 다는/ETM
이유에서다.	이유/NNG + 에서/JKB + 이/VCP + 다/EF + ./SF

다음커뮤니케이션은	다음커뮤니케이션/NNP + 은/JX
평사원들의	평사원/NNG + 들/XSN + 의/JKG
호칭을	호칭/NNG + 을/JKO
'마켓팅	'/SS + 마켓팅/NNG
플래너',	플래너/NNG + '/SS + ,/SP
'인터넷비지니스	'/SS + 인터넷/NNG + 비지니스/NNG
플래너',	플래너/NNG + '/SS + ,/SP
'메일컨설턴트'로	'/SS + 메일/NNG + 컨설턴트/NNG + '/SS + 로/JKB
바꿨다.	바꾸/VV + 었/EP + 다/EF + ./SF

사원도	사원/NNG + 도/JX
자기	자기/NP
전문분야에	전문/NNG + 분야/NNG + 에/JKB
자부심을	자부심/NNG + 을/JKO
갖고	갖/VV + 고/EC
'업무상'으로는	'/SS + 업무/NNG + 상/XSN + '/SS + 으로/JKB + 는/JX
상급자와	상급자/NNG + 와/JC
대등하게	대등/NNG + 하/XSA + 게/EC
일하라는	일/NNG + 하/XSV + 라는/ETM
취지에서다.	취지/NNG + 에서/JKB + 이/VCP + 다/EF + ./SF

간부들도	간부/NNG + 들/XSN + 도/JX
배울	배우/VV + ㄹ/ETM
것이	것/NNB + 이/JKS
있다면	있/VV + 다면/EC
신입사원들에게라도	신입/NNG + 사원/NNG + 들/XSN + 에게/JKB + 이/VCP + 라도/EC
배워야만	배우/VV + 어야/EC + 만/JX
한다.	하/VX + ㄴ다/EF + ./SF

'한국소프트웨어중심'은	'/SS + 한국/NNP + 소프트웨어/NNG + 중심/NNG + '/SS + 은/JX
작년	작년/NNG
말	말/NNG
입사한	입사/NNG + 하/XSV + ㄴ/ETM
신입사원	신입/NNG + 사원/NNG
6명이	6/SN + 명/NNB + 이/JKS
번갈아	번갈/VV + 아/EC
가면서	가/VX + 면서/EC
부장급	부장/NNG + 급/NNG
이상	이상/NNG
간부들을	간부/NNG + 들/XSN + 을/JKO
대상으로	대상/NNG + 으로/JKB
'특별교육'을	'/SS + 특별/NNG + 교육/NNG + '/SS + 을/JKO
실시하고	실시/NNG + 하/XSV + 고/EC
있다.	있/VX + 다/EF + ./SF

매주	매주/MAG
한	하/VV + ㄴ/ETM
번씩	번/NNB + 씩/XSN
신입사원들이	신입/NNG + 사원/NNG + 들/XSN + 이/JKS
'ASP(소프트웨어	'/SS + ASP/SL + (/SS + 소프트웨어/NNG
다운로드	다운로드/NNG
서비스)',	서비스/NNG + )/SS + '/SS + ,/SP
'무선인터넷'	'/SS + 무선/NNG + 인터넷/NNG + '/SS
등의	등/NNB + 의/JKG
주제를	주제/NNG + 를/JKO
정해	정하/VV + 아/EC
간부사원들을	간부/NNG + 사원/NNG + 들/XSN + 을/JKO
대상으로	대상/NNG + 으로/JKB
특강도	특강/NNG + 도/JX
하고	하/VV + 고/EC
질문을	질문/NNG + 을/JKO
받고	받/VV + 고/EC
있다.	있/VX + 다/EF + ./SF

김연아	김연아/NNP
마케팅본부장은	마케팅/NNG + 본부장/NNG + 은/JX
"소프트웨어	"/SS + 소프트웨어/NNG
산업의	산업/NNG + 의/JKG
고객층은	고객/NNG + 층/XSN + 은/JX
20-30대인	20/SN + -/SS + 30/SN + 대/NNB + 이/VCP + ㄴ/ETM
만큼	만큼/NNB
신입사원들이	신입/NNG + 사원/NNG + 들/XSN + 이/JKS
오히려	오히려/MAG
소비자들의	소비자/NNG + 들/XSN + 의/JKG
'니드'를	'/SS + 니드/NNG + '/SS + 를/JKO
잘	잘/MAG
파악하고	파악/NNG + 하/XSV + 고/EC
있다"고	있/VX + 다/EC + "/SS + 고/JKQ
말했다.	말/NNG + 하/XSV + 았/EP + 다/EF + ./SF

삼성그룹도	삼성그룹/NNP + 도/JX
최근	최근/NNG
신임임원	신임/NNG + 임원/NNG
교육에	교육/NNG + 에/JKB
20대의	20/SN + 대/NNB + 의/JKG
튀는	튀/VV + 는/ETM
'N세대	'/SS + N/SL + 세대/NNG
신입사원'들을	신입/NNG + 사원/NNG + '/SS + 들/XSN + 을/JKO
강사로	강사/NNG + 로/JKB
투입,	투입/NNG + ,/SP
'스타크래프트'	'/SS + 스타크래프트/NNG + '/SS
등	등/NNB
신세대	신/XPN + 세대/NNG
문화	문화/NNG
특강을	특강/NNG + 을/JKO
했다.	하/VV + 았/EP + 다/EF + ./SF

13면	13/SN + 면/NNG
45판	45/SN + 판/NNB
675자	675/SN + 자/NNG

그동안	그동안/NNG
베일에	베일/NNG + 에/JKB
가려있던	가리/VV + 어/EC + 있/VX + 던/ETM
소프트뱅크의	소프트뱅크/NNP + 의/JKG
국내	국내/NNG
투자	투자/NNG
대상이	대상/NNG + 이/JKS
첫	첫/MM
결정됐다.	결정/NNG + 되/XSV + 었/EP + 다/EF + ./SF

손정의	손정의/NNP
소프트뱅크	소프트뱅크/NNP
사장이	사장/NNG + 이/JKS
80%의	80/SN + %/SW + 의/JKG
지분을	지분/NNG + 을/JKO
지닌	지니/VV + ㄴ/ETM
소프트뱅크벤처스코리아(SBVK)는	소프트뱅크벤처스코리아/NNP + (/SS + SBVK/SL + )/SS + 는/JX
소프트뱅크코리아(SBK)사와	소프트뱅크코리아/NNP + (/SS + SBK/SL + )/SS + 사/NNG + 와/JKB
공동으로	공동/NNG + 으로/JKB
시큐어소프트,	시큐어/NNG + 소프트/NNG + ,/SP
알리바바코리아,	알리바바/NNP + 코리아/NNP + ,/SP
헤이아니타코리아,	헤이아니타코리아/NNP + ,/SP
소프트뱅크웹인스티튜트사에	소프트뱅크웹인스티튜트사/NNP + 에/JKB
총	총/MM
109억원을	109/SN + 억/NR + 원/NNB + 을/JKO
투자했다고	투자/NNG + 하/XSV + 았/EP + 다고/EC
5일	5/SN + 일/NNB
밝혔다.	밝히/VV + 었/EP + 다/EF + ./SF

소프트뱅크는	소프트뱅크/NNP + 는/JX
일단	일단/MAG
전환사채(일정	전환/NNG + 사채/NNG + (/SS + 일정/NNG
기간이	기간/NNG + 이/JKS
지난	지나/VV + ㄴ/ETM
뒤	뒤/NNG
주식으로	주식/NNG + 으로/JKB
전환할	전환/NNG + 하/XSV + ㄹ/ETM
수	수/NNB
있는	있/VV + 는/ETM
채권)를	채권/NNG + )/SS + 를/JKO
인수하는	인수/NNG + 하/XSV + 는/ETM
방식으로	방식/NNG + 으로/JKB
시큐어소프트사에	시큐어/NNG + 소프트사/NNG + 에/JKB
60억원을	60/SN + 억/NR + 원/NNB + 을/JKO
투자했다.	투자/NNG + 하/XSV + 았/EP + 다/EF + ./SF

시큐어소프트사는	시큐어/NNG + 소프트사/NNG + 는/JX
방화벽(파이어월)	방화벽/NNG + (/SS + 파이어/NNG + 월/NNB + )/SS
등	등/NNB
보안	보안/NNG
프로그램	프로그램/NNG
개발과	개발/NNG + 과/JC
보안	보안/NNG
컨설팅	컨설팅/NNG
및	및/MAG
서비스를	서비스/NNG + 를/JKO
하는	하/VV + 는/ETM
기업으로	기업/NNG + 으로/JKB
지난해	지난해/NNG
75억원의	75/SN + 억/NR + 원/NNB + 의/JKG
